Supporting Information,,,,,,
Prediction of Energetic Material Properties from Electronic Structure using 3D Convolutional Neural Networks,,,,,,
Alex D. Casey,,"School of Mechanical Engineering, Purdue University, West Lafayette, Indiana 47907, USA",alex.casey.13@gmail.com,,,
CC(=O)C(=O)C1=NC(OC(=O)C#N)=NC(=N)N1,-882.4652649,3.487710772,5.2199,1.579,-65.168,train
CC1=NOC(=N1)C(O)C1=C(COC=O)N=NO1,-904.6971641,6.19608132,3.0396,1.554,-95.347,train
CC1=NNC(OC2=C(OC(=N2)C#N)C(O)=O)=N1,-882.4704718,3.769622948,2.2481,1.661,-67.211,train
CC1=NC2=C(O1)N1C(=N2)C(=O)ON=C1NC=O,-882.429313,4.818358012,6.4146,1.695,-38.758,valid
CC1(OC(N)=O)OC(=O)C(C1O)C(O)=O,-853.5473495,7.143317116,3.5731,1.673,-338.761,train
CC(=N)OCC(=O)C(=N)OC1=C(O)C(O)=NO1,-925.7726615,3.6191428,6.7379,1.612,-159.249,train
CC(OC(N)=N)C1=NN(C(N)=O)C(=N1)C(O)=O,-902.204605,4.872509096,5.7588,1.616,-142.94,train
CC12C(OC(=O)C1=O)C2(OC(N)=O)C=NO,-870.4314552,4.701892364,3.2677,1.648,-181.982,valid
CC1(N)C(N)C(=O)OC1C(=O)OC1=NNN=N1,-902.1316952,5.43143536,4.6453,1.613,-95.354,valid
CC(OC(N)=O)(C(=N)NC=O)C1=NOC(O)=N1,-922.0388675,6.029818444,7.8867,1.677,-164.825,train
CC1=C2OC(=O)C(N)CC(=O)N2C(=N1)[N+]([O-])=O,-904.6814034,4.245281716,5.2754,1.627,-92.734,valid
CC1=C(O)N=C(OC(=O)N=CN=C1O)C(N)=O,-904.7724011,4.24092786,4.8335,1.69,-149.487,train
CC(NC=O)(C#N)C1=COC(=O)N=C1[N+]([O-])=O,-903.437215,4.306507816,5.2584,1.629,-59.147,train
CC(O)(C=O)C1=NC(=O)N=C(C(O)=O)C(=O)O1,-944.4904483,4.120924704,2.1598,1.675,-233.345,train
CC(=O)C(O)C(=O)OC1=NOC(=N)C(=N)C=N1,-904.6731607,4.473859156,2.0471,1.542,-83.615,valid
CC1(OC(=O)C(O)=O)C(CC1=NO)C(O)=O,-891.5381284,5.250206104,0.8812,1.617,-256.687,train
CC1=NC(=O)C(=NC(=O)NC1=O)C(=O)OC=N,-903.5438961,3.994390764,2.8866,1.606,-122.21,train
CC(=O)C(=O)C1=NC(=O)OC2=C1OC(=N)C2=O,-906.1292651,3.317638272,4.3023,1.679,-146.154,valid
CC(N(CC(=NO)C(O)=O)C=O)C(=O)C(O)=O,-946.9101941,4.169089236,1.8847,1.616,-259.956,train
CN1C2=NOC(N)=C2OC(COC1=O)OC=O,-925.823198,4.99877092,4.0792,1.648,-190.83,valid
CC1=C(OC(N)=O)OC(=O)N=C1C1=NOC=N1,-903.5562539,4.282833724,7.8098,1.729,-132.34,valid
CC(O)C1=C(N2N=C(O)OC2=O)C(CO)=NO1,-925.797592,5.883964268,4.6049,1.656,-178.296,train
CC(=O)NC(=O)C12CC1(NC(=O)O2)C(O)=O,-870.5506575,5.86682096,5.0311,1.655,-257.237,train
CC(O)C(=O)NC1=C(NC(=O)N1)OC(=O)C#N,-904.7946859,2.83408814,3.503,1.632,-168.721,train
CC1=NOC(OC2=NN=C(N)O2)=CC1=NO,-845.4520501,4.654272064,2.3396,1.659,-10.654,valid
CC1(O)C(=N)OCC(=NO)C(=N)OC(=O)C1=O,-925.7690325,5.277417704,3.7917,1.635,-156.864,valid
CC(=O)C(O)(C(O)C(O)=O)C(O)C1=NON=C1,-946.8592574,5.832534344,3.3762,1.613,-221.978,train
CC(=O)OC1=CN=C(O1)C(=NO)C(=NO)C#N,-903.43149,4.282561608,6.2177,1.625,-55.402,train
CC(=O)C(=O)C1(O)C(O)C(=NO)C1OC(N)=O,-946.8603286,4.37562528,3.4003,1.648,-233.899,train
CC(OC(=N)N1C=C(O)NC1=O)(C#N)C(O)=O,-904.7906621,5.309527392,9.3361,1.687,-163.864,train
CC12CC(OC(=O)OC1OC(=O)C(=O)O2)C=O,-949.5499825,5.577289536,5.2908,1.689,-317.679,valid
CC1N=CN(C2=C(C=NO2)[N+]([O-])=O)C(=O)C1=O,-903.4071003,4.277935636,3.6868,1.632,-35.771,valid
CC(=O)N1C=C(O)C(OCC(N)=O)=C1[N+]([O-])=O,-925.7631533,3.918198284,5.0203,1.663,-156.522,train
CC1=C(O)N=C(N=C1OC(N)=O)C(=O)NC=O,-904.8676251,4.859175412,6.1369,1.662,-212.429,train
CC(=N)N(C(=N)OC1=NON=C1O)C(=O)CN,-902.0679418,5.311160088,8.0788,1.576,-47.596,train
CC1=NOC(=O)C(O1)=NC1=NNC(=O)O1,-826.0836096,3.607441812,5.2524,1.744,-99.52,valid
CC1=NC(=N)OC=C(O)OC(=N)C(=C1)[N+]([O-])=O,-904.5902978,3.084979092,1.8133,1.583,-29.544,valid
CCC1=C(OC2=C(OC(=N)O2)[N+]([O-])=O)C=NO1,-924.4480397,4.197661416,1.2754,1.602,-71.559,valid
CCC(=O)C(=NO)C(=O)C1=NOC2=NN=NN12,-899.5447911,4.363652176,7.314,1.638,42.729,valid
CC1=C(NC(=O)C(OCC(O)=O)=C1N)[N+]([O-])=O,-925.8001583,3.064570392,4.9507,1.646,-176.393,train
CC(O)(C#N)C1=NC=NC(=O)OC(N)=C(O)O1,-904.7139283,4.3402502,4.2774,1.633,-118.613,train
CC(=O)C(COC=O)(OC=O)C(C=O)=NO,-891.5005379,4.326916516,3.7637,1.587,-226.792,train
CC1=NOC(NC2=C(N)C(=O)ON=NC2=N)=N1,-879.7666727,3.064570392,2.3242,1.599,35.208,valid
CC(=O)OC1=C2N=NC(=O)N2C=NN=N1,-785.0517567,2.152709676,3.6946,1.649,63.78,valid
CC1OC=NC2=NC(OC(=N)O1)=C(N2)[N+]([O-])=O,-920.6683111,4.293718364,5.2043,1.69,-43.988,valid
CC(=O)C(N)=NCC(=O)NC(=N)N1N=NN=N1,-877.1889967,3.787310488,1.4045,1.516,50.902,train
CCOC1=NC2=NC(O)=C(O)N2C(=O)C(=O)O1,-924.6267003,3.146749424,4.7208,1.69,-187.756,valid
CC(N)C1=NC(=N)C(=O)N=C(O)N=C1[N+]([O-])=O,-900.798587,3.305120936,4.4712,1.602,-1.001,valid
CC1=NOC(=NC1=NC(=N)OCC=O)C(O)=O,-904.7173094,4.620801796,5.7234,1.567,-111.207,train
CC(=N)NC(=O)N1C(=N)OC(=O)OC(=N)C1=N,-900.9530455,4.822167636,3.7248,1.606,-91.756,train
CCN1C(OC2=NNC(=N)O2)=CN=C1[N+]([O-])=O,-900.812766,3.940783912,4.6887,1.618,-5.845,valid
CC1=C(OC=N1)N=C1OC(=O)NC=C1[N+]([O-])=O,-903.4778021,3.253691012,4.1,1.699,-80.068,valid
CC(=O)C1=NON=C1OC(=O)NC(CO)C=O,-925.7881067,4.636584524,2.6406,1.553,-168.314,train
CN1C2=C(ON=CO2)C(=O)NC(=O)C=NC1=O,-903.4757436,4.260792328,2.7355,1.664,-75.703,valid
CC1(OC(=O)C(=O)NC1=N)C(O)=O,-717.8915145,5.590351104,3.8563,1.687,-202.44,train
CC(=O)C(N1C(=N)C=NNC1=O)C(=O)C(O)=O,-904.7785067,4.768560784,4.5914,1.638,-151.95,valid
CC(=O)C(O)C1OC(OC1=O)C(=O)C(=O)CO,-950.7308559,4.350862724,3.8764,1.589,-316.024,train
CC(=N)OC1=C(N=C(O)N1)C1=C(O)ON=C1O,-904.7503197,4.75114536,6.5805,1.675,-131.896,valid
CC1C(=O)OC(C#N)C1(CO)N1N=NOC1=O,-904.7001757,6.34166338,4.9563,1.623,-108.086,valid
CC(=O)OC1=C(NC=NC(=N)NC=N1)[N+]([O-])=O,-900.8040825,3.933164664,2.2654,1.604,2.723,train
CC(OC(=N)N1C=NOC1=O)(C=O)C#N,-790.1795816,6.047505984,4.0752,1.557,-65.677,train
CC(=O)C(OC=O)C1=NOC(=O)C(=O)NC1=O,-944.4592653,4.926115948,5.2245,1.667,-210.136,valid
CC(N=C(N)NC=O)(C(N)=O)C1=NON=C1O,-902.1194517,5.455381568,5.6296,1.618,-86.864,train
CCOC1=C(OC(=O)C(=O)N=C1NC)[N+]([O-])=O,-925.7238413,4.200926808,8.3123,1.575,-131.183,train
CC1(OC=O)OCC(=O)NC(=N)C2=NON=C12,-904.7004553,5.092378824,1.1081,1.606,-99.488,valid
CC1OC(=N)N2C(=N)C(=O)ON=C2C(O)C1=O,-904.7014995,5.07224224,2.4227,1.643,-101.232,valid
CC1OC(OC(=O)C1=O)(C(=O)CO)C(=O)C=O,-949.4923305,3.799283592,4.3715,1.633,-283.643,train
CC1(OCOC(=N)C1(O)C(=O)C(O)=O)C(N)=O,-946.9424066,5.041765248,4.5926,1.68,-279.015,valid
CC1=NC(=N)OC(=O)N=CC2=NOC(N)=NN12,-879.7544446,4.253989428,9.1589,1.695,40.158,valid
CC1=CN=NN1C1=C(OC(=O)C#N)OC(=N)O1,-882.3914691,3.988404212,4.4694,1.594,-14.875,valid
CC1=NOC(=O)C(OC2=NC=NO2)=C(O)C1=O,-923.3083952,3.883911668,5.1854,1.698,-99.834,valid
CC(=O)C1=C(OC(O)=N1)N1C(=N)ON=C1CO,-904.7217482,4.501342872,4.9618,1.627,-116.992,valid
CC(O)(C#N)C1COC(=O)OC2=C(ON=N2)O1,-924.5382932,5.676883992,5.7627,1.658,-133.552,valid
CC(O)(C=O)C(=O)OC(C=O)C1=NON=C1N,-925.7719519,4.85454944,3.2956,1.549,-158.751,train
CC1(OCC=O)OC(=O)C(=O)C(=O)C1OC=O,-949.5110589,3.780779704,4.9293,1.618,-292.546,train
CC1(N)C(=O)OC2=C1ON=C2OC1=NOC=N1,-903.4395069,5.738110092,4.4491,1.657,-55.689,valid
CC1=CC(=NN1C(=O)NC(N)=O)[N+]([O-])=O,-807.4518886,4.925571716,6.3056,1.607,-83.988,train
CC(C#N)C(C=O)N1C(=O)OC(=C1N)[N+]([O-])=O,-904.6766169,4.18650466,3.9647,1.596,-92.518,train
CC1(CCOC(=O)C(OC=O)(O1)C(O)=O)C=O,-950.7590256,6.020838616,5.5813,1.613,-327.492,train
CC1=C(O)NC(O)=CC=NC(=NC1=O)[N+]([O-])=O,-904.6279797,4.103781396,7.5546,1.703,-56.403,valid
CC1=NC2=C(O1)N=C(O2)C1=NC(=N)ON=N1,-823.1793538,3.294780528,7.2692,1.667,59.024,valid
CC1=NC(=CN1C(=O)NC(=O)NC=N)[N+]([O-])=O,-900.9110724,4.934551544,4.5657,1.603,-72.44,train
CC1=COC(=N)C(O)=C2ON=NOC(=O)C2=N1,-903.3696072,4.007180216,6.3506,1.654,-6.188,valid
CC1=C(O)N=NOC1=NCC1=C(O)C(O)=NO1,-904.6425823,2.640613664,6.1073,1.654,-66.045,valid
CC1=C(C(=NN1)C1=C(O)OC=NC1=O)[N+]([O-])=O,-903.4723373,4.5851546,7.867,1.79,-78.4,valid
CC1=C(OC(O)=CN=C(C#N)C(=O)O1)[N+]([O-])=O,-923.2570783,3.271378552,5.3454,1.69,-70.472,train
CC1=NC=C(OC=O)C(O1)=NC1=NOC(O)=N1,-903.5239426,4.289364508,5.0399,1.664,-108.525,valid
CC1=NC2=NOC(=N)N2C(=O)C(=O)N=CC1=O,-882.3902809,3.024025108,4.0534,1.66,-12.562,valid
CC1=C(ON=N1)N1C(=O)NC=C(C1=O)[N+]([O-])=O,-919.4856554,4.436579264,5.8885,1.731,-47.306,valid
CC(=O)NC=NCC(=O)C(=O)OC1=CON=N1,-904.7160561,4.453722572,3.6707,1.529,-114.464,train
CC1(O)C2OC(COC=O)C(OC2=O)OC1=O,-950.7609532,6.607248596,1.4101,1.622,-332.842,valid
CC1=NN(N=N1)C1=C(C(O)C(O)=O)C(O)=CO1,-904.7267575,4.394129168,5.7659,1.659,-118.599,valid
CC(=O)C(O)C1=NC(=NN1C1=NON=N1)C#N,-878.5319417,4.454811036,4.6266,1.608,60.909,valid
CC(=O)CC1OC(OC(=O)OC1=N)C(O)=O,-891.5857034,6.139209076,7.6915,1.643,-281.902,train
CC1=NC(C(CN)OC(=O)O1)C1=NOC(=O)O1,-925.8228454,6.132950408,2.5313,1.595,-190.856,valid
CC(=N)OC1=NC(=O)N=C(NC(=N)C(N)=O)O1,-900.997389,5.448850784,5.3489,1.621,-127.32,train
CC(O)C(O)C12OC(=O)C(OC1=O)OC(=O)O2,-986.6660257,6.142474468,4.8509,1.762,-369.197,valid
CC1=NNC(O)=C1OC(=O)NC(N)=O,-753.3997363,5.470620064,1.6119,1.622,-162.129,train
CC1(C(=O)OC2=C1N=NO2)C1=NOC=NC1=O,-902.272583,4.322018428,6.1913,1.71,-73.211,valid
CC(=NO)C(C(OC=N)C#N)N1N=NN=N1,-821.7284711,5.955802892,6.8373,1.53,111.744,train
CC12OC(=O)OC(C(=O)NC1C=O)C(=O)C2=O,-928.4387551,4.055344748,4.4437,1.71,-237.191,valid
CCOC1=NC(=O)C(=NN1C(=O)OC)C(O)=O,-925.8589252,4.832235928,5.6099,1.58,-215.198,train
CC(C)(O)C(NC(=O)C(N)=O)=NC1=NON=N1,-902.1154985,4.721484716,4.9454,1.561,-79.057,train
CC(=O)OCC1=NOC(=N1)C(=O)C(=O)NC=O,-924.6345804,3.882551088,2.26,1.582,-192.082,train
CC(OC(=O)C(O)=O)C(=O)CN1N=COC1=O,-945.7345284,4.728831848,3.875,1.633,-269.208,train
CC(N(C=O)C=NC1=NC(=O)NN=N1)C(O)=O,-900.944087,4.172354628,1.2618,1.608,-93.001,train
CC1=CC(=O)C(=N)N=COC(=C(O)N1)[N+]([O-])=O,-904.610905,4.185960428,2.3351,1.634,-40.902,valid
CC1=NC=NN1C(C(O)=O)C1=C(O)OC(=O)O1,-924.6623866,5.067072036,6.8255,1.706,-207.808,valid
CC(=O)C1=NC(=O)C2=C(OCO2)C(=O)O1,-813.8883778,3.760915236,3.0546,1.672,-179.438,valid
CC1=NC(=O)C(O)=NN1C1=C(ON=C1O)C#N,-882.4093884,4.374536816,5.4653,1.686,-28.971,valid
CC(=O)OC1=C(N2N=C(C)OC2=N)C(O)=NO1,-904.7289106,5.29809852,8.5381,1.618,-117.496,valid
CC(C=O)(C=O)C1=C(N=C2ON=NO2)N=NO1,-919.4109003,4.494812088,1.8513,1.634,0.954,valid
CC(NC1=NC(=CN1)[N+]([O-])=O)=NC1=NON=C1,-879.7237283,4.482294752,3.805,1.634,61.426,valid
CC1OC(C=O)C(=O)C(=O)C1N=C1ON=NO1,-924.4904875,3.902687672,2.5209,1.623,-102.332,valid
CC1=C(C2=C(O1)N=C(O)C(C=O)=N2)[N+]([O-])=O,-848.1305233,3.97833592,2.3597,1.656,-85.242,train
CC1=C(C(=N)ON=C1OCC(O)C#N)[N+]([O-])=O,-904.5751192,4.280656796,2.7443,1.563,-30.304,train
CC(=O)C1(OC=O)C(COC(=O)C1=NO)=NO,-945.6008716,5.119318308,6.8026,1.74,-183.817,valid
CC(N=C1ON=NO1)C(=O)NC=NCC(N)=O,-902.0897313,3.79329704,5.7469,1.53,-70.011,train
CC1OC(=N)OC2=C1C(=O)N=C(NC(N)=O)O2,-904.8203752,5.81239776,2.1596,1.65,-182.635,valid
CC1=NC=C(O)OC(O)=C(O)N=C1OC(N)=O,-925.7950761,4.446919672,5.5554,1.667,-176.524,train
CC1=C(N)OC2=C1C(=NO2)N1N=NN=N1,-765.1759886,3.773160456,7.3819,1.648,116.928,valid
CC(C1=NOC(C=O)=N1)C1=NON=C1O,-790.1173678,4.765023276,4.2236,1.568,-22.242,train
CC1=C(NC(O)=N1)C1=C(N(C=O)N=N1)[N+]([O-])=O,-899.6236645,2.815312136,3.1515,1.662,-2.967,valid
CC(=O)N(CC(=O)C(=O)N1N=CC(O)=N1)C=O,-904.7618176,4.733729936,4.2167,1.582,-143.429,train
CC1=C(O)NC(=O)OC2=C(OCO2)OC1=O,-890.305746,3.619687032,3.8053,1.73,-222.741,valid
CC1=NC(=O)N2N=COC(=O)NC2=CC(=O)O1,-903.5328076,5.036595044,3.3582,1.701,-113.928,valid
CC(=O)N(CC1=NNC(=O)NC1=O)C(=O)C=O,-904.8086933,4.546242012,2.2865,1.605,-170.425,train
CC1OC(=N)OC1C1=NOC(=N)C(O)=NC1=O,-904.6969741,4.160109408,1.3577,1.622,-101.482,valid
CC1(CO)OC2OC(=O)OC2OC(=O)C1N,-892.7808463,6.522076288,8.0562,1.656,-291.54,valid
CCOC1=NN(C(=O)O1)C1=C(N)N=NNC1=O,-900.9209291,4.102692932,6.8897,1.653,-77.912,valid
CC(=O)OCC1=NC(C(=O)O1)C1=NOC(O)=N1,-924.6354605,6.598268768,4.6603,1.643,-195.021,valid
CC1N=C(CO)OC1(OC=O)C1=C(O)ON=N1,-925.798708,5.982742376,3.2342,1.598,-174.194,train
CC1=COC(=O)C(=O)OC=NC(=O)OC=CO1,-928.4145144,4.173715208,3.6391,1.609,-211.885,valid
CC(OC=N)C(=O)NC1=NC(=O)N=C(O1)C=O,-904.7767808,4.335079996,5.8727,1.601,-153.425,train
CC(C(=O)N1N=NN=N1)C1(O)CN=COC1=O,-900.8616979,5.083943228,5.9603,1.601,-36.983,valid
CC1=NNC(=N)C(OC(N)=O)=C1OC(=O)C=O,-904.7637151,3.111918576,3.1673,1.624,-142.474,train
CC(=O)C(=O)CC(=O)N1C(=N)N=C(O)NC1=O,-904.8187956,4.288820276,5.2904,1.654,-179.696,train
CC1(COC2=NON=C12)OC(=O)C(=N)NC=O,-904.6892647,4.882577388,3.2512,1.599,-96.187,train
CC(O)C1OC(=O)N2N=C(C(C=O)=C12)[N+]([O-])=O,-924.5296063,4.612094084,6.0228,1.662,-127.802,train
CC1=C(ON=N1)C(C=O)C(=O)NC(=O)C(O)=O,-924.6272767,4.456987964,2.3758,1.614,-185.049,train
CCC(=O)C1=NC(=O)OC=NC(=O)NC(=N)O1,-904.7609396,4.463246632,3.3378,1.568,-137.127,valid
CC1(O)C(=O)OC2=C1C(N=C(N)NC=O)=NO2,-904.7454855,5.566677012,2.5964,1.636,-136.823,valid
CCC(=O)C1=NOC(O)=C1COC1=NON=N1,-904.6353539,5.217552184,5.2987,1.567,-58.649,valid
CC(CC(O)=O)NC(=O)N1N=NC(=O)C(O)=N1,-922.0001756,3.916021356,7.0819,1.641,-142.301,train
CC1=C(O)N=C(O)C(=O)NC(C=O)=NC(=N)O1,-904.7114868,2.870007452,4.6494,1.634,-107.918,valid
CC(=O)N1C=NC2=C(NC(=O)C(=O)O2)OC1=O,-923.4441283,4.182150804,6.3299,1.762,-190.238,valid
CCOC1=NC(=C(O)O1)C1=NOC2=C1N=NO2,-903.4768613,3.57016192,8.142,1.684,-85.335,valid
CCN=C(N)OC1=C(N=NOC1=NC)[N+]([O-])=O,-901.9501288,3.730982476,5.2731,1.521,23.784,train
CC(CO)C1(OC2=NC(O)=NN2C(=O)O1)C=O,-925.8368222,5.3606852,4.2392,1.659,-202.645,train
CC1=C(OC2=C(O)N=NO2)N=C(N1)C(N)=O,-845.56493,4.3062357,6.3391,1.659,-78.691,valid
CC(CO)C1(COC(=O)O1)OC(=O)C(O)=O,-912.6866646,5.92260474,3.9361,1.642,-362.302,train
CC1=NC(=O)OC2=NCC3=NON=C3OC2=N1,-882.3724283,5.11850196,5.5111,1.68,-1.43,valid
CC1=NOC(=N1)C(=O)OC1(CN=CO1)C(O)=O,-924.6245762,5.366943868,2.3845,1.644,-184.564,valid
CC1=C(OC(N)=O)C2=COC(=O)N2N=NC1=O,-903.5135679,3.69669586,9.278,1.703,-104.559,valid
CC1(COCOC(=O)OCOC(=N)O1)C(N)=O,-948.1622812,7.032565904,2.4031,1.601,-295.37,valid
CC1OC(=O)OC2=NNC3=C2C1=C(N3)[N+]([O-])=O,-903.4394984,3.984866704,4.5913,1.748,-55.635,valid
CC1(OC(=O)OC1OC1=NOC(N)=N1)C(O)=O,-961.7738424,6.293498848,7.4103,1.788,-261.138,train
CC12OC(=O)OC11C(NC1C(=O)O2)C(O)=O,-890.3843319,6.115262868,4.5111,1.735,-280.919,valid
CC(=N)OC1=NOC(=NCC=O)C(=O)NC1=O,-904.6916143,4.463790864,2.9442,1.566,-93.76,train
CC1=CN=C(C(O1)=NCC(=O)C(N)=O)[N+]([O-])=O,-904.6635499,4.009085028,7.5123,1.571,-83.129,train
CCOC1=CC(=O)N=C(OC(=O)C1=N)[N+]([O-])=O,-924.48106,4.65182302,6.7407,1.583,-94.188,valid
CC1=NN=C2C(NC(=O)OC(O)=C2O)=N1,-790.230428,3.673293884,2.3377,1.661,-96.793,valid
CC1=C(N=C(O)N1C(=O)OC1=NON=N1)C#N,-898.437049,4.12527856,2.6687,1.695,-8.945,valid
CC1=NNC(=N1)C1=NC2=C(O1)OC(=O)C(O)=N2,-882.4901947,3.81098458,0.1879,1.692,-74.927,valid
CC1OC(=O)C(=O)C(=O)C1(O)C1=NC(O)=NO1,-944.4519097,3.79737878,3.8339,1.749,-208.559,valid
CC1=C(OC(N)=O)N=COC(CO)=NC(=O)O1,-925.8226814,4.9389054,3.4473,1.633,-194.248,train
CC1(OCC2=C(C(=N)N=NO2)C(=O)O1)C(N)=O,-904.7882785,5.123400048,1.6744,1.55,-169.737,valid
CC(=O)NC(=O)C(=O)C1=NC(=N)NN=NC1=N,-879.8004694,3.927178112,2.0452,1.556,13.014,valid
CC12OCC(OC(=O)O1)C(=O)C21OCC(=O)O1,-949.539504,5.180000176,2.7729,1.731,-313.781,valid
CC1(OC2=NC(O)=NN2)C(=O)C(=O)C(=O)C1=O,-923.3758471,2.680886832,5.0019,1.746,-149.022,valid
CCOC(=N)OC1=NC(CO)=NOC(=O)C1=O,-925.7515024,4.566378596,7.0531,1.563,-147.858,train
CC(OC1=C(ON=N1)[N+]([O-])=O)(C=O)C=O,-847.0121673,4.087454436,4.0053,1.646,-64.216,train
CC1(N=C(N)OCOC1=O)C1=C(O)NC(=O)O1,-925.8657698,4.865706196,2.3777,1.707,-220.627,valid
CC1=C(OC2=NON=N2)C(=N)C(OC=O)=CO1,-903.4336462,4.660258616,4.2086,1.608,-45.111,valid
CCN1C(=N)OCOC(=O)OC(CO)OC1=O,-948.1562558,6.85868378,3.1592,1.552,-293.976,valid
CC1=C(N=C(NC=O)C=COC(O)=N1)[N+]([O-])=O,-904.6435324,4.338617504,5.1919,1.63,-68.393,train
CC(=O)N(C(N)=O)C(=O)NC1=CN=COC1=O,-904.8554889,4.598216168,1.8313,1.62,-199.376,train
CC(=O)N(C(N)=O)C(=N)N1C(=N)ON=NC1=O,-916.9446246,4.01779274,3.0213,1.662,-53.4,train
CC1C(=O)OC(C1=NO)C1=NON=CC1=NO,-904.5724776,4.5715488,5.3373,1.639,-23.235,valid
CC1OC(=O)N(C2=C(O)NN=N2)C(=O)NC1=N,-900.9541784,5.211565632,3.5533,1.68,-98.078,valid
CCN1C(=O)C(=O)OC2=C1C(O)=C(O)C(=O)O2,-928.4845816,3.939423332,6.2389,1.723,-261.764,valid
CC1C(O)CC(=O)C(=O)N(C2=NON=N2)C1=O,-904.6782997,5.066255688,7.3634,1.605,-91.351,valid
CC(=O)C(=O)C1=C(NC(N)=O)NC(=O)C(=O)N1,-904.8626985,2.971778836,9.4644,1.721,-208.21,train
CC1=CN=C(OC(=C(N)N=C1)[N+]([O-])=O)C(O)=O,-904.6287969,3.824862496,8.6014,1.628,-56.948,train
CC1=COC(=O)OC(=N)N=C(O)C(=O)C(N)=N1,-904.7362047,2.966608632,7.2947,1.676,-125.405,valid
CC1=C2NN=NC3=NOC(=O)C(N23)=C(O)C1=O,-882.3995139,3.741050768,6.6795,1.761,-17.018,valid
CC1N=C(OC1OC1=NN=C(O)O1)C=O,-811.2667933,4.468961068,2.8285,1.613,-133.943,valid
CC(NC1=C(O)NC(OC=O)=N1)C(=O)C(O)=O,-925.8682975,3.479819408,2.8648,1.601,-220.272,train
CN1C2=NOC(=O)N2C2=C1OC(=C2N)[N+]([O-])=O,-919.4502614,4.08582174,2.8353,1.759,-29.045,valid
CC(=O)C(=O)N1C(=O)N=CC2=C1C(=O)N=NN2,-882.4409941,3.7824124,4.7898,1.716,-45.847,valid
CC(N)=NC1=C(OC(=N)C(=N)C(=O)N1)[N+]([O-])=O,-900.8282455,3.901871324,8.1075,1.682,-19.552,valid
CCNC1=NN(N=C1[N+]([O-])=O)C1=NN(C)N=N1,-877.0944664,3.680096784,3.4774,1.524,111.719,valid
CC1=NC(OC(=O)C=O)=C(NCC(O)=O)O1,-870.4994231,3.138585944,2.492,1.585,-217.398,train
CC(=NO)C(=O)N1C=C(O)N=C1NC(=O)C=O,-904.7338742,3.284712236,3.1147,1.604,-124.332,train
CC(=O)NC(=O)C1OC=NC2=NOC(O)=C2O1,-924.5904203,4.74706362,5.3845,1.723,-166.164,valid
CC1=C(N)OC(=O)OC(C)=C(C(=N)O1)[N+]([O-])=O,-925.7098801,3.39328652,3.8247,1.606,-116.257,train
CC1COCC23OC(=O)OC12OC(=O)C(=O)O3,-949.5683714,5.429258432,5.7189,1.707,-329.985,valid
CC1=CC(NC(=O)NC(N)=O)=NOC(=O)C1=O,-904.770815,4.354672348,9.8872,1.661,-152.923,train
CC(COC(=N)C(N)=O)(OC=O)C(=O)C(O)=O,-946.9607415,4.873053328,5.189,1.601,-289.394,train
CN1C2=C(OC(N=C3ON=NO3)=N2)N=CC1=N,-878.5373652,2.865653596,4.1989,1.668,63.152,valid
CC1(O)C(O)C(OC=O)C(=O)C(=O)C1=NO,-891.4994705,3.88717706,6.5081,1.668,-231.065,valid
CC1(OC(=O)NC2=C(NC(=O)N2)C1=NO)C=O,-904.7571697,4.028949496,1.6816,1.733,-142.218,valid
CC1OC1C12OC(=N)OC1(OC(=O)O2)C=O,-890.3324822,5.829813184,2.6704,1.655,-246.247,valid
CCC(C(O)=O)C(=O)N1N=C(NC1=N)[N+]([O-])=O,-921.9470092,3.404987508,2.3789,1.583,-104.011,train
CCOC1=C(N=NO1)N1N=C(OC1=O)C(C)=O,-904.7363645,4.639849916,3.7303,1.508,-128.729,train
CC(=NO)C(=O)NC(=O)OC1(CNC1=O)C=O,-925.8133526,4.858903296,3.1266,1.614,-193.488,train
CC(N)=NC1=C(N=C(O)N1CC(N)=O)[N+]([O-])=O,-902.1090272,4.205824896,10.2562,1.691,-85.125,train
CC1=C(NN=C(C1=NCCN)[N+]([O-])=O)[N+]([O-])=O,-901.9121375,3.205798596,2.5984,1.537,51.282,train
CC(O)(COC(=O)N1N=NC(CO)=N1)C(O)=O,-943.0818727,4.7960445,2.4851,1.594,-203.008,train
CC(=NO)C(=O)C(N)=NC1=NC(=O)N=CO1,-845.5498445,4.772370408,6.8248,1.696,-74.343,train
CC1(COC(=O)OC1OCC=NO)OC=O,-892.7364807,6.838002964,4.7746,1.555,-261.729,train
CCC1OC(=O)NC(O1)=NCC1=NOC(=O)O1,-925.8583025,6.660583332,3.0274,1.583,-215.899,valid
CC(C(N)C1=NC(=NN1)[N+]([O-])=O)C(=O)NC=O,-902.089224,5.144080864,5.7841,1.573,-67.057,train
CCN1N=NC2=C1OC(=O)N2C(=O)OCC=O,-904.7329771,5.39606028,2.6042,1.574,-121.782,valid
CC(=O)OC1CC(=O)C(=O)OC1OC(=O)CO,-950.7796271,4.923122672,3.2521,1.593,-346.76,train
CCN1C(=N)NN=C2N=C(C(=O)N=C12)[N+]([O-])=O,-879.7517435,3.724179576,8.8198,1.657,39.546,valid
CC(=O)N(C(C#N)C(=O)C=O)C1=NOC(=N)O1,-903.4747014,3.732615172,3.3159,1.588,-81.993,train
